mun_code;code;name;scoreMun;rangMun;men;women;plannedBudget;budget;description;color;numberRateInfants;numberRateMaternal;numberPlot;numberObject;numberCompany;numberFlat;-LQsYG2Wf30xOMNPuxeJ;domenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-NV_7vVveBstebbli0i3;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQcpctWd50cBgXtHR6o;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-NVdhoAbkVxs105-VQmL;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQcpt9XPEk-0RcqIjlx;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQcpveXXtKfPdoc7fmx;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQcq2lOO8wzElQwGoQj;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQcq5C8PrRhsSSVp6Ra;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;4women;columnName;columnValue;5men;columnName;columnValue;6w&m;columnName;columnValue;-LQsYSYceSCpupl-VqtH;domenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqXGWLicpW3G1Rs0B;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqaVOx_gPcpZrVuRm;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqg5lDGu9x9Jh2wGi;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqlE8VDHya5afZ1ju;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqoPNffntTjFMsO13;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqrr1lbdjzL-BjBQk;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqur8fQHJmB6xufaU;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQcqyivWzA8ocoxOjhE;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQsYg0m0Dl0JR_oXeKa;domenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdfBx153RxqRS6ouoZ;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdfYldy29EgZbmBaJA;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdfaxV6Rf3hY4ed8X3;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdga_WWjW473kitYNf;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdgh_sBO0MzJUHAVeS;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdgpmkbb06RkjVP1Cb;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdgsj6dK1iRwGjuvNU;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue;-LQdgv4Vog7oIQUaXBwV;subdomenName;position;1rank;columnName;columnValue; 2grade;columnName;columnValue;3avg;columnName;columnValue;7number;columnName;columnValue;8population;columnName;columnValue;9rate;columnName;columnValue
mk-ce;це;Центар;73;1;20372;23487;1.205.081.328;902.463.934;/;;/;/;/;/;/;/;-LQsYG2Wf30xOMNPuxeJ;Родови јазови;1;1rank;Ранг;4; 2grade;Оценка;97;3avg;Просек;62;4women;Жени;-;5men;Мажи;-;6w&m;Сооднос жени/мажи;-;-NV_7vVveBstebbli0i3;Регистрирани годишни вработувања во 2021;1;1rank;Ранг;17; 2grade;Оценка;1,02;3avg;Просек;0,86;4women;Жени;20036;5men;Мажи;19672;6w&m;Сооднос жени/мажи;1,02;-LQcpctWd50cBgXtHR6o;Вработени лица;2;1rank;Ранг;1; 2grade;Оценка;1,07;3avg;Просек;0,67;4women;Жени;10055;5men;Мажи;9397;6w&m;Сооднос жени/мажи;1,07;-NVdhoAbkVxs105-VQmL;Лица со високо образование;3;1rank;Ранг;10; 2grade;Оценка;1,28;3avg;Просек;1,02;4women;Жени;11321;5men;Мажи;8864;6w&m;Сооднос жени/мажи;1,28;-LQcpt9XPEk-0RcqIjlx;Износ на месечна плата (нето);4;1rank;Ранг;75; 2grade;Оценка;0,81;3avg;Просек;0,89;4women;Жени;39025;5men;Мажи;48147;6w&m;Сооднос жени/мажи;0,81;-LQcpveXXtKfPdoc7fmx;Износ на месечна пензија;5;1rank;Ранг;21; 2grade;Оценка;0,89;3avg;Просек;0,84;4women;Жени;20397;5men;Мажи;22847;6w&m;Сооднос жени/мажи;0,89;-LQcq2lOO8wzElQwGoQj;Учество во Советот на општината (советнички и советници);6;1rank;Ранг;14; 2grade;Оценка;0,77;3avg;Просек;0,58;4women;Жени;10;5men;Мажи;13;6w&m;Сооднос жени/мажи;0,77;-LQcq5C8PrRhsSSVp6Ra;Градоначалнички мандати;7;1rank;Ранг;4; 2grade;Оценка;0,25;3avg;Просек;0,04;4women;Жени;1;5men;Мажи;4;6w&m;Сооднос жени/мажи;0,25;-LQsYSYceSCpupl-VqtH;Овозможувачки услови;2;1rank;Ранг;2; 2grade;Оценка;97;3avg;Просек;24;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQcqXGWLicpW3G1Rs0B;label1;8;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;деца во градинка;8population;Популација;деца до 6 години;9rate;Стапка;% на згрижени;-LQcqaVOx_gPcpZrVuRm;Згрижени деца во државни градинки;9;1rank;Ранг;1; 2grade;Оценка;64,25;3avg;Просек;20,19;7number;Број;2006;8population;Популација;3122;9rate;Стапка;64,25;-LQcqg5lDGu9x9Jh2wGi;** Моментален капацитет на градинките (во број на деца);10;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;2226;8population;Популација;3122;9rate;Стапка;-;-LQcqlE8VDHya5afZ1ju;label2;11;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;градинки;8population;Популација;деца до 6 години;9rate;Стапка;стапка на 1000 деца;-LQcqoPNffntTjFMsO14;Државни детски градинки;12;1rank;Ранг;24; 2grade;Оценка;1,28;3avg;Просек;1,3;7number;Број;4;8population;Популација;3122;9rate;Стапка;1,28;-LQcqrr1lbdjzL-BjBQk;** Приватни детски градинки;13;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;3;8population;Популација;3122;9rate;Стапка;-;-LQcqur8fQHJmB6xufaU;label3;14;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;Број;8population;Популација;жени над 15 години;9rate;Стапка;жени над 15 години;-LQcqyivWzA8ocoxOjhE;Матични гинеколози;15;1rank;Ранг;1; 2grade;Оценка;1,18;3avg;Просек;0,13;7number;Број;24;8population;Популација;20291;9rate;Стапка;1,18;-LQsYg0m0Dl0JR_oXeKa;Родово одговорна општина;3;1rank;Ранг;22; 2grade;Оценка;38;3avg;Просек;27;7number;Број;;8population;Популација;;9rate;Стапка;;-LQdfBx153RxqRS6ouoZ;Kоординатор за еднакви можности;16;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfYldy29EgZbmBaJA;Комисија за еднакви можности;17;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfaxV6Rf3hY4ed8X4;Годишен извештај поднесен до МТСП;18;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdga_WWjW473kitYNf;Документ со посебни мерки за родова еднаквост;19;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgh_sBO0MzJUHAVeS;Трансформативност на планираните посебни мерки за родова еднаквост;20;1rank;Ранг;-; 2grade;Оценка;2;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgpmkbb06RkjVP1Cb;label5;21;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;средства во денари;8population;Популација;;9rate;Стапка;% од Буџетот за 2021;-LQdgsj6dK1iRwGjuvNU;Назначени финансиски средства за реализација на родови програми;22;1rank;Ранг;-; 2grade;Оценка;0,8%;3avg;Просек;3%;7number;Број;100000;8population;Популација;-;9rate;Стапка;0,8%;-LQdgv4Vog7oIQUaXBwV;Потрошени финансиски средства за реализација на родови програми;23;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;2,6%;7number;Број;нема информација;8population;Популација;-;9rate;Стапка;-
mk-vv;вв;Вевчани;72;2;1183;1182;60.759.000;42.737.527;/;;/;/;/;/;/;/;-LQsYG2Wf30xOMNPuxeJ;Родови јазови;1;1rank;Ранг;18; 2grade;Оценка;82;3avg;Просек;62;4women;Жени;-;5men;Мажи;-;6w&m;Сооднос жени/мажи;-;-NV_7vVveBstebbli0i4;Регистрирани годишни вработувања во 2021;1;1rank;Ранг;3; 2grade;Оценка;1,49;3avg;Просек;0,86;4women;Жени;100;5men;Мажи;67;6w&m;Сооднос жени/мажи;1,49;-LQcpctWd50cBgXtHR6o;Вработени лица;2;1rank;Ранг;4; 2grade;Оценка;0,99;3avg;Просек;0,67;4women;Жени;441;5men;Мажи;447;6w&m;Сооднос жени/мажи;0,99;-NVdhoAbkVxs105-VQmL;Лица со високо образование;3;1rank;Ранг;50; 2grade;Оценка;0,95;3avg;Просек;1,02;4women;Жени;198;5men;Мажи;208;6w&m;Сооднос жени/мажи;0,95;-LQcpt9XPEk-0RcqIjlx;Износ на месечна плата (нето);4;1rank;Ранг;39; 2grade;Оценка;0,9;3avg;Просек;0,89;4women;Жени;22774;5men;Мажи;25292;6w&m;Сооднос жени/мажи;0,9;-LQcpveXXtKfPdoc7fmx;Износ на месечна пензија;5;1rank;Ранг;74; 2grade;Оценка;0,76;3avg;Просек;0,84;4women;Жени;11365;5men;Мажи;14968;6w&m;Сооднос жени/мажи;0,76;-LQcq2lOO8wzElQwGoQj;Учество во Советот на општината (советнички и советници);6;1rank;Ранг;12; 2grade;Оценка;0,8;3avg;Просек;0,58;4women;Жени;4;5men;Мажи;5;6w&m;Сооднос жени/мажи;0,8;-LQcq5C8PrRhsSSVp6Ra;Градоначалнички мандати;7;1rank;Ранг;22; 2grade;Оценка;0;3avg;Просек;0,04;4women;Жени;0;5men;Мажи;5;6w&m;Сооднос жени/мажи;0;-LQsYSYceSCpupl-VqtH;Овозможувачки услови;2;1rank;Ранг;1; 2grade;Оценка;100;3avg;Просек;24;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQcqXGWLicpW3G1Rs0B;label1;8;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;деца во градинка;8population;Популација;деца до 6 години;9rate;Стапка;% на згрижени;-LQcqaVOx_gPcpZrVuRm;Згрижени деца во државни градинки;9;1rank;Ранг;16; 2grade;Оценка;37,07;3avg;Просек;20,19;7number;Број;43;8population;Популација;116;9rate;Стапка;37,07;-LQcqg5lDGu9x9Jh2wGi;** Моментален капацитет на градинките (во број на деца);10;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;100;8population;Популација;116;9rate;Стапка;-;-LQcqlE8VDHya5afZ1ju;label2;11;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;градинки;8population;Популација;деца до 6 години;9rate;Стапка;стапка на 1000 деца;-LQcqoPNffntTjFMsO15;Државни детски градинки;12;1rank;Ранг;2; 2grade;Оценка;8,62;3avg;Просек;1,3;7number;Број;1;8population;Популација;116;9rate;Стапка;8,62;-LQcqrr1lbdjzL-BjBQk;** Приватни детски градинки;13;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;-;8population;Популација;116;9rate;Стапка;-;-LQcqur8fQHJmB6xufaU;label3;14;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;Број;8population;Популација;жени над 15 години;9rate;Стапка;жени над 15 години;-LQcqyivWzA8ocoxOjhE;Матични гинеколози;15;1rank;Ранг;2; 2grade;Оценка;0,98;3avg;Просек;0,13;7number;Број;1;8population;Популација;1023;9rate;Стапка;0,98;-LQsYg0m0Dl0JR_oXeKa;Родово одговорна општина;3;1rank;Ранг;19; 2grade;Оценка;38;3avg;Просек;27;7number;Број;;8population;Популација;;9rate;Стапка;;-LQdfBx153RxqRS6ouoZ;Kоординатор за еднакви можности;16;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfYldy29EgZbmBaJA;Комисија за еднакви можности;17;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfaxV6Rf3hY4ed8X5;Годишен извештај поднесен до МТСП;18;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdga_WWjW473kitYNf;Документ со посебни мерки за родова еднаквост;19;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgh_sBO0MzJUHAVeS;Трансформативност на планираните посебни мерки за родова еднаквост;20;1rank;Ранг;-; 2grade;Оценка;2;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgpmkbb06RkjVP1Cb;label5;21;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;средства во денари;8population;Популација;;9rate;Стапка;% од Буџетот за 2021;-LQdgsj6dK1iRwGjuvNU;Назначени финансиски средства за реализација на родови програми;22;1rank;Ранг;-; 2grade;Оценка;3,3%;3avg;Просек;3%;7number;Број;20000;8population;Популација;-;9rate;Стапка;3,3%;-LQdgv4Vog7oIQUaXBwV;Потрошени финансиски средства за реализација на родови програми;23;1rank;Ранг;-; 2grade;Оценка;0,0%;3avg;Просек;2,6%;7number;Број;0;8population;Популација;-;9rate;Стапка;0,0%
mk-bg;бо;Богданци;67;3;3725;3631;280.258.754;168.674.449;/;;/;/;/;/;/;/;-LQsYG2Wf30xOMNPuxeJ;Родови јазови;1;1rank;Ранг;14; 2grade;Оценка;84;3avg;Просек;62;4women;Жени;-;5men;Мажи;-;6w&m;Сооднос жени/мажи;-;-NV_7vVveBstebbli0i5;Регистрирани годишни вработувања во 2021;1;1rank;Ранг;40; 2grade;Оценка;0,86;3avg;Просек;0,86;4women;Жени;228;5men;Мажи;265;6w&m;Сооднос жени/мажи;0,86;-LQcpctWd50cBgXtHR6o;Вработени лица;2;1rank;Ранг;25; 2grade;Оценка;0,81;3avg;Просек;0,67;4women;Жени;1319;5men;Мажи;1630;6w&m;Сооднос жени/мажи;0,81;-NVdhoAbkVxs105-VQmL;Лица со високо образование;3;1rank;Ранг;31; 2grade;Оценка;1,11;3avg;Просек;1,02;4women;Жени;428;5men;Мажи;384;6w&m;Сооднос жени/мажи;1,11;-LQcpt9XPEk-0RcqIjlx;Износ на месечна плата (нето);4;1rank;Ранг;5; 2grade;Оценка;0,98;3avg;Просек;0,89;4women;Жени;21002;5men;Мажи;21533;6w&m;Сооднос жени/мажи;0,98;-LQcpveXXtKfPdoc7fmx;Износ на месечна пензија;5;1rank;Ранг;17; 2grade;Оценка;0,89;3avg;Просек;0,84;4women;Жени;12958;5men;Мажи;14571;6w&m;Сооднос жени/мажи;0,89;-LQcq2lOO8wzElQwGoQj;Учество во Советот на општината (советнички и советници);6;1rank;Ранг;63; 2grade;Оценка;0,38;3avg;Просек;0,58;4women;Жени;3;5men;Мажи;8;6w&m;Сооднос жени/мажи;0,38;-LQcq5C8PrRhsSSVp6Ra;Градоначалнички мандати;7;1rank;Ранг;9; 2grade;Оценка;0,25;3avg;Просек;0,04;4women;Жени;1;5men;Мажи;4;6w&m;Сооднос жени/мажи;0,25;-LQsYSYceSCpupl-VqtH;Овозможувачки услови;2;1rank;Ранг;16; 2grade;Оценка;39;3avg;Просек;24;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQcqXGWLicpW3G1Rs0B;label1;8;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;деца во градинка;8population;Популација;деца до 6 години;9rate;Стапка;% на згрижени;-LQcqaVOx_gPcpZrVuRm;Згрижени деца во државни градинки;9;1rank;Ранг;5; 2grade;Оценка;46,39;3avg;Просек;20,19;7number;Број;212;8population;Популација;457;9rate;Стапка;46,39;-LQcqg5lDGu9x9Jh2wGi;** Моментален капацитет на градинките (во број на деца);10;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;220;8population;Популација;457;9rate;Стапка;-;-LQcqlE8VDHya5afZ1ju;label2;11;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;градинки;8population;Популација;деца до 6 години;9rate;Стапка;стапка на 1000 деца;-LQcqoPNffntTjFMsO16;Државни детски градинки;12;1rank;Ранг;16; 2grade;Оценка;2,19;3avg;Просек;1,3;7number;Број;1;8population;Популација;457;9rate;Стапка;2,19;-LQcqrr1lbdjzL-BjBQk;** Приватни детски градинки;13;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;-;8population;Популација;457;9rate;Стапка;-;-LQcqur8fQHJmB6xufaU;label3;14;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;Број;8population;Популација;жени над 15 години;9rate;Стапка;жени над 15 години;-LQcqyivWzA8ocoxOjhE;Матични гинеколози;15;1rank;Ранг;54; 2grade;Оценка;0;3avg;Просек;0,13;7number;Број;0;8population;Популација;3140;9rate;Стапка;0;-LQsYg0m0Dl0JR_oXeKa;Родово одговорна општина;3;1rank;Ранг;1; 2grade;Оценка;88;3avg;Просек;27;7number;Број;;8population;Популација;;9rate;Стапка;;-LQdfBx153RxqRS6ouoZ;Kоординатор за еднакви можности;16;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfYldy29EgZbmBaJA;Комисија за еднакви можности;17;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfaxV6Rf3hY4ed8X6;Годишен извештај поднесен до МТСП;18;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdga_WWjW473kitYNf;Документ со посебни мерки за родова еднаквост;19;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgh_sBO0MzJUHAVeS;Трансформативност на планираните посебни мерки за родова еднаквост;20;1rank;Ранг;-; 2grade;Оценка;2;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgpmkbb06RkjVP1Cb;label5;21;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;средства во денари;8population;Популација;;9rate;Стапка;% од Буџетот за 2021;-LQdgsj6dK1iRwGjuvNU;Назначени финансиски средства за реализација на родови програми;22;1rank;Ранг;-; 2grade;Оценка;85,6%;3avg;Просек;3%;7number;Број;2400000;8population;Популација;-;9rate;Стапка;85,6%;-LQdgv4Vog7oIQUaXBwV;Потрошени финансиски средства за реализација на родови програми;23;1rank;Ранг;-; 2grade;Оценка;93,4%;3avg;Просек;2,6%;7number;Број;1576186;8population;Популација;-;9rate;Стапка;93,4%
mk-st;шт;Штип;56;4;22125;22565;1.109.370.000;905.609.657;/;;/;/;/;/;/;/;-LQsYG2Wf30xOMNPuxeJ;Родови јазови;1;1rank;Ранг;1; 2grade;Оценка;101;3avg;Просек;62;4women;Жени;-;5men;Мажи;-;6w&m;Сооднос жени/мажи;-;-NV_7vVveBstebbli0i6;Регистрирани годишни вработувања во 2021;1;1rank;Ранг;6; 2grade;Оценка;1,3;3avg;Просек;0,86;4women;Жени;4268;5men;Мажи;3283;6w&m;Сооднос жени/мажи;1,3;-LQcpctWd50cBgXtHR6o;Вработени лица;2;1rank;Ранг;7; 2grade;Оценка;0,96;3avg;Просек;0,67;4women;Жени;8865;5men;Мажи;9269;6w&m;Сооднос жени/мажи;0,96;-NVdhoAbkVxs105-VQmL;Лица со високо образование;3;1rank;Ранг;11; 2grade;Оценка;1,28;3avg;Просек;1,02;4women;Жени;4926;5men;Мажи;3835;6w&m;Сооднос жени/мажи;1,28;-LQcpt9XPEk-0RcqIjlx;Износ на месечна плата (нето);4;1rank;Ранг;13; 2grade;Оценка;0,95;3avg;Просек;0,89;4women;Жени;23762;5men;Мажи;25016;6w&m;Сооднос жени/мажи;0,95;-LQcpveXXtKfPdoc7fmx;Износ на месечна пензија;5;1rank;Ранг;13; 2grade;Оценка;0,9;3avg;Просек;0,84;4women;Жени;14528;5men;Мажи;16117;6w&m;Сооднос жени/мажи;0,9;-LQcq2lOO8wzElQwGoQj;Учество во Советот на општината (советнички и советници);6;1rank;Ранг;13; 2grade;Оценка;0,77;3avg;Просек;0,58;4women;Жени;10;5men;Мажи;13;6w&m;Сооднос жени/мажи;0,77;-LQcq5C8PrRhsSSVp6Ra;Градоначалнички мандати;7;1rank;Ранг;23; 2grade;Оценка;0;3avg;Просек;0,04;4women;Жени;0;5men;Мажи;5;6w&m;Сооднос жени/мажи;0;-LQsYSYceSCpupl-VqtH;Овозможувачки услови;2;1rank;Ранг;20; 2grade;Оценка;38;3avg;Просек;24;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQcqXGWLicpW3G1Rs0B;label1;8;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;деца во градинка;8population;Популација;деца до 6 години;9rate;Стапка;% на згрижени;-LQcqaVOx_gPcpZrVuRm;Згрижени деца во државни градинки;9;1rank;Ранг;17; 2grade;Оценка;36,91;3avg;Просек;20,19;7number;Број;1126;8population;Популација;3051;9rate;Стапка;36,91;-LQcqg5lDGu9x9Jh2wGi;** Моментален капацитет на градинките (во број на деца);10;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;1144;8population;Популација;3051;9rate;Стапка;-;-LQcqlE8VDHya5afZ1ju;label2;11;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;градинки;8population;Популација;деца до 6 години;9rate;Стапка;стапка на 1000 деца;-LQcqoPNffntTjFMsO17;Државни детски градинки;12;1rank;Ранг;36; 2grade;Оценка;0,66;3avg;Просек;1,3;7number;Број;2;8population;Популација;3051;9rate;Стапка;0,66;-LQcqrr1lbdjzL-BjBQk;** Приватни детски градинки;13;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;-;7number;Број;-;8population;Популација;3051;9rate;Стапка;-;-LQcqur8fQHJmB6xufaU;label3;14;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;Број;8population;Популација;жени над 15 години;9rate;Стапка;жени над 15 години;-LQcqyivWzA8ocoxOjhE;Матични гинеколози;15;1rank;Ранг;16; 2grade;Оценка;0,26;3avg;Просек;0,13;7number;Број;5;8population;Популација;19369;9rate;Стапка;0,26;-LQsYg0m0Dl0JR_oXeKa;Родово одговорна општина;3;1rank;Ранг;5; 2grade;Оценка;51;3avg;Просек;27;7number;Број;;8population;Популација;;9rate;Стапка;;-LQdfBx153RxqRS6ouoZ;Kоординатор за еднакви можности;16;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfYldy29EgZbmBaJA;Комисија за еднакви можности;17;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdfaxV6Rf3hY4ed8X7;Годишен извештај поднесен до МТСП;18;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdga_WWjW473kitYNf;Документ со посебни мерки за родова еднаквост;19;1rank;Ранг;-; 2grade;Оценка;1;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgh_sBO0MzJUHAVeS;Трансформативност на планираните посебни мерки за родова еднаквост;20;1rank;Ранг;-; 2grade;Оценка;4;3avg;Просек;-;7number;Број;-;8population;Популација;-;9rate;Стапка;-;-LQdgpmkbb06RkjVP1Cb;label5;21;1rank;Ранг;; 2grade;Оценка;;3avg;Просек;;7number;Број;средства во денари;8population;Популација;;9rate;Стапка;% од Буџетот за 2021;-LQdgsj6dK1iRwGjuvNU;Назначени финансиски средства за реализација на родови програми;22;1rank;Ранг;-; 2grade;Оценка;3,2%;3avg;Просек;3%;7number;Број;350000;8population;Популација;-;9rate;Стапка;3,2%;-LQdgv4Vog7oIQUaXBwV;Потрошени финансиски средства за реализација на родови програми;23;1rank;Ранг;-; 2grade;Оценка;-;3avg;Просек;2,6%;7number;Број;нема информација;8population;Популација;-;9rate;Стапка;-
